Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
Star Renegades,9/8/2020,"Massive Damage, Inc.",Raw Fury,Turn-Based Tactics,Rated T For Teen,6.2,31,"[{'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 40 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Sneak King,11/19/2006,Blitz Games,King Games,Action Adventure,Rated E For Everyone,6.7,18,"[{'Platform': 'Xbox 360', 'Platform Metascore': '54', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Chessmaster LIVE,1/30/2008,Ubisoft Bulgaria,Ubisoft,Board,Rated E For Everyone,,,"[{'Platform': 'Xbox 360', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Spider-Man 2 (2005),3/23/2005,Vicarious Visions,Activision,Linear Action Adventure,Rated T For Teen,5.8,15,"[{'Platform': 'PSP', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 43 Critic Reviews'}]"
TrackMania DS,3/17/2009,Firebrand Games,Atlus,Auto Racing,Rated E For Everyone,7.4,9,"[{'Platform': 'DS', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 38 Critic Reviews'}]"
Art Academy,10/26/2010,Headstrong Games,Nintendo,Edutainment,Rated E For Everyone,7.6,8,"[{'Platform': 'DS', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Dragon Ball Z: Battle of Z,1/28/2014,Artdink,Namco Bandai Games,3D Fighting,Rated T For Teen,5.4,122,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '54', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '53', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Land of the Dead: Road to Fiddler's Green,10/26/2005,Brainbox Games,Groove Games,FPS,Rated M For Mature,8,5,"[{'Platform': 'PC', 'Platform Metascore': '36', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '32', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
G.I. Combat,11/4/2002,Freedom LLC,Strategy First,Real-Time Strategy,Rated T For Teen,5.4,5,"[{'Platform': 'PC', 'Platform Metascore': '38', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Outlaw Golf,6/10/2002,Hypnotix,Simon & Schuster,Golf,Rated T For Teen,,,"[{'Platform': 'Xbox', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Death Crimson OX,8/5/2001,Ecole,Sammy Studios,Light Gun,Rated T For Teen,5,5,"[{'Platform': 'Dreamcast', 'Platform Metascore': '46', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
FIFA 15,9/23/2014,EA Sports,Electronic Arts,Soccer Sim,Rated E For Everyone,5.7,1135,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 47 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 33 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
WWI Tannenberg: Eastern Front,11/16/2017,Blackmill Games,M2H,Tactical FPS,,7.2,30,"[{'Platform': 'PC', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Endless Legend,9/18/2014,Amplitude Studios,Amplitude Studios,4X Strategy,,8,558,"[{'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 37 Critic Reviews'}]"
Else Heart.Break(),9/24/2015,Erik Svedang,Erik Svedang,Third-Person Adventure,,7.2,17,"[{'Platform': 'PC', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
World Series Baseball,5/19/2002,Blueshift,Sega,Baseball Sim,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
Brut@l,8/9/2016,Stormcloud Games Limited,Stormcloud Games Limited,Action Adventure,Rated T For Teen,6.5,13,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Tokyo Xanadu eX+,12/8/2017,Falcom,Falcom,Action RPG,Rated T For Teen,7.9,77,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Invizimals: The Lost Kingdom,9/30/2014,Magenta Software,SCEA,3D Platformer,Rated E +10 For Everyone +10,6,27,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '50', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
N.O.V.A. 3 - Near Orbit Vanguard Alliance,5/10/2012,Gameloft,Gameloft,FPS,,7.2,39,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
Detective Gallo,8/17/2018,Footprints Games,Adventure Productions,Point-and-Click,Rated E For Everyone,6,12,"[{'Platform': 'PC', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Warlander,1/24/2023,Toylogic,PLAION,MOBA,,6.5,11,"[{'Platform': 'PC', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,3/8/2011,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,8.2,38,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Just Dance 2016,10/20/2015,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.9,28,"[{'Platform': 'Xbox One', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'Wii U', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Saints Row,8/23/2022,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,3.1,1161,"[{'Platform': 'PlayStation 5', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 40 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
NCAA Football 09,7/15/2008,EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,,,"[{'Platform': 'PSP', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '49', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Life Goes On,4/17/2014,Infinite Monkeys,Infinite Monkeys,2D Platformer,,7.3,32,"[{'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
The Crew 2,6/26/2018,Ubisoft Ivory Tower,Ubisoft,Arcade Racing,Rated T For Teen,5.8,458,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 57 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 37 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}]"
Hyperdimension Neptunia Re;Birth2: Sisters Generation,1/27/2015,Felistella,Idea Factory,JRPG,Rated T For Teen,7.1,70,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Victorious Boxers: Revolution,10/23/2007,Grandprix Inc.,XSEED Games,Combat Sport,Rated T For Teen,,,"[{'Platform': 'Wii', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
VR Skater,8/4/2023,DEFICIT Games,Perpetual,Skating,Rated M For Mature,5.8,,"[{'Platform': 'PlayStation 5', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Unholy,7/20/2023,Duality Games,Hook Games,Survival,,6.3,10,"[{'Platform': 'PC', 'Platform Metascore': '52', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
PlanetSide: Core Combat,10/27/2003,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Ridge Racer DS,12/7/2004,Nintendo Software Technology,Namco,Auto Racing,Rated E For Everyone,,,"[{'Platform': 'DS', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}]"
GODUS,8/6/2014,22cans,"DeNA Co., Ltd.",Simulation,,3,43,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Tiger Woods PGA Tour 09,8/26/2008,EA Tiburon,Electronic Arts,Golf Sim,Rated E For Everyone,5.9,9,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 41 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '53', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Fortnite,7/21/2017,Epic Games,Gearbox Publishing,Tactical Third Person Shooter,Rated T For Teen,4.4,1773,"[{'Platform': 'PC', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox Series X', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Death Jr. II: Root of Evil,10/31/2006,Backbone Entertainment,Konami,3D Platformer,Rated T For Teen,8,33,"[{'Platform': 'PSP', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}]"
Pulse (2015),10/20/2015,Pixel Pi Games,Pixel Pi Games,Action,,5.1,9,"[{'Platform': 'PC', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
SANABI,11/9/2023,WONDER POTION,Neowiz,2D Platformer,,8.6,44,"[{'Platform': 'PC', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Dust & Neon,2/16/2023,Rogue Games,Rogue Games,Top-Down Shoot-'Em-Up,,7,,"[{'Platform': 'PC', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Assassin's Creed III: Liberation,10/30/2012,Ubisoft Sofia,Ubisoft,Open-World Action,Rated M For Mature,6.9,413,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 71 Critic Reviews'}]"
Microsoft Golf 2001 Edition,8/24/2000,Microsoft Game Studios,Microsoft Game Studios,Golf Sim,Rated E For Everyone,7,5,"[{'Platform': 'PC', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Megaton Rainfall,10/17/2017,Pentadimensional Games,Pentadimensional Games,Action,Rated T For Teen,6.9,28,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Ghost Blade HD,2/28/2017,HUCAST,2Dream,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,6.3,9,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Wii U', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Layers of Fear (2015),2/15/2016,Bloober Team,Aspyr,First-Person Adventure,Rated M For Mature,7.3,453,"[{'Platform': 'Xbox One', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 39 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 47 Critic Reviews'}]"
World Class Poker with T.J. Cloutier,8/22/2005,Masque Publishing,Masque Publishing,Gambling,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
TOCA Race Driver 3 Challenge,2/22/2006,Codemasters,Codemasters,Auto Racing Sim,Rated E +10 For Everyone +10,8.4,11,"[{'Platform': 'PC', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Blast Factor,11/17/2006,Bluepoint Games,SCEA,Top-Down Shoot-'Em-Up,Rated E For Everyone,6.3,8,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Phoenix Wright: Ace Attorney - Dual Destinies,10/24/2013,Capcom,Capcom,Visual Novel,Rated M For Mature,7.8,273,"[{'Platform': '3DS', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 63 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
WinBack: Covert Operations,3/27/2001,Omega Force,Koei,Third Person Shooter,Rated T For Teen,8.1,8,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Castlevania: Lords of Shadow 2,2/25/2014,Mercury Steam,Konami,Action Adventure,Rated M For Mature,7.7,629,"[{'Platform': 'Xbox 360', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 55 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Heroes of Might and Magic V: Tribes of the East,10/16/2007,Nival Interactive,Ubisoft,Turn-Based Strategy,Rated T For Teen,8.6,146,"[{'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
UEFA Euro 2004: Portugal,5/4/2004,EA Canada,Electronic Arts,Soccer Sim,Rated E For Everyone,,,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
Starfield,9/6/2023,Bethesda Game Studios,Bethesda Softworks,Western RPG,Rated M For Mature,6.9,11654,"[{'Platform': 'PC', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 80 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 90 Critic Reviews'}]"
Dance Dance Revolution Ultramix 2,11/18/2004,Konami Computer Entertainment Hawaii,Konami,Dancing,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
LEGO City Undercover,3/18/2013,TT Games,Nintendo,Open-World Action,Rated E +10 For Everyone +10,8.2,366,"[{'Platform': 'Wii U', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 27 Critic Reviews'}]"
